10,3,0.055248618784530384,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
11,1,0.06077348066298342,RandomParty@3,(Offer  bid:Bid[Pie: a436, ])
11,2,0.06077348066298342,RandomParty2@4,(Offer  bid:Bid[Pie: a836, ])
11,3,0.06077348066298342,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
12,1,0.06629834254143646,RandomParty@3,(Offer  bid:Bid[Pie: a583, ])
12,2,0.06629834254143646,RandomParty2@4,(Offer  bid:Bid[Pie: a724, ])
12,3,0.06629834254143646,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
13,1,0.0718232044198895,RandomParty@3,(Offer  bid:Bid[Pie: a187, ])
13,2,0.0718232044198895,RandomParty2@4,(Offer  bid:Bid[Pie: a284, ])
13,3,0.0718232044198895,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
14,1,0.07734806629834254,RandomParty@3,(Offer  bid:Bid[Pie: a829, ])
14,2,0.07734806629834254,RandomParty2@4,(Offer  bid:Bid[Pie: a666, ])
14,3,0.07734806629834254,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
15,1,0.08287292817679558,RandomParty@3,(Offer  bid:Bid[Pie: a548, ])
15,2,0.08287292817679558,RandomParty2@4,(Offer  bid:Bid[Pie: a784, ])
15,3,0.08287292817679558,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
16,1,0.08839779005524862,RandomParty@3,(Offer  bid:Bid[Pie: a133, ])
16,2,0.08839779005524862,RandomParty2@4,(Offer  bid:Bid[Pie: a853, ])
16,3,0.08839779005524862,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
17,1,0.09392265193370165,RandomParty@3,(Offer  bid:Bid[Pie: a913, ])
17,2,0.09392265193370165,RandomParty2@4,(Offer  bid:Bid[Pie: a368, ])
17,3,0.09392265193370165,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
18,1,0.09944751381215469,RandomParty@3,(Offer  bid:Bid[Pie: a559, ])
18,2,0.09944751381215469,RandomParty2@4,(Offer  bid:Bid[Pie: a321, ])
18,3,0.09944751381215469,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
19,1,0.10497237569060773,RandomParty@3,(Offer  bid:Bid[Pie: a503, ])
19,2,0.10497237569060773,RandomParty2@4,(Offer  bid:Bid[Pie: a574, ])
19,3,0.10497237569060773,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
20,1,0.11049723756906077,RandomParty@3,(Offer  bid:Bid[Pie: a760, ])
20,2,0.11049723756906077,RandomParty2@4,(Offer  bid:Bid[Pie: a622, ])
20,3,0.11049723756906077,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
21,1,0.11602209944751381,RandomParty@3,(Offer  bid:Bid[Pie: a289, ])
21,2,0.11602209944751381,RandomParty2@4,(Offer  bid:Bid[Pie: a242, ])
21,3,0.11602209944751381,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
22,1,0.12154696132596685,RandomParty@3,(Offer  bid:Bid[Pie: a522, ])
22,2,0.12154696132596685,RandomParty2@4,(Offer  bid:Bid[Pie: a410, ])
22,3,0.12154696132596685,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
23,1,0.1270718232044199,RandomParty@3,(Offer  bid:Bid[Pie: a697, ])
23,2,0.1270718232044199,RandomParty2@4,(Offer  bid:Bid[Pie: a535, ])
23,3,0.1270718232044199,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
24,1,0.13259668508287292,RandomParty@3,(Offer  bid:Bid[Pie: a239, ])
24,2,0.13259668508287292,RandomParty2@4,(Offer  bid:Bid[Pie: a507, ])
24,3,0.13259668508287292,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
25,1,0.13812154696132597,RandomParty@3,(Offer  bid:Bid[Pie: a221, ])
25,2,0.13812154696132597,RandomParty2@4,(Offer  bid:Bid[Pie: a312, ])
25,3,0.13812154696132597,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
26,1,0.143646408839779,RandomParty@3,(Offer  bid:Bid[Pie: a724, ])
26,2,0.143646408839779,RandomParty2@4,(Offer  bid:Bid[Pie: a98, ])
26,3,0.143646408839779,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
27,1,0.14917127071823205,RandomParty@3,(Offer  bid:Bid[Pie: a407, ])
27,2,0.14917127071823205,RandomParty2@4,(Offer  bid:Bid[Pie: a808, ])
27,3,0.14917127071823205,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
28,1,0.15469613259668508,RandomParty@3,(Offer  bid:Bid[Pie: a459, ])
28,2,0.15469613259668508,RandomParty2@4,(Offer  bid:Bid[Pie: a329, ])
28,3,0.15469613259668508,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
29,1,0.16022099447513813,RandomParty@3,(Offer  bid:Bid[Pie: a250, ])
29,2,0.16022099447513813,RandomParty2@4,(Offer  bid:Bid[Pie: a140, ])
29,3,0.16022099447513813,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
30,1,0.16574585635359115,RandomParty@3,(Offer  bid:Bid[Pie: a602, ])
30,2,0.16574585635359115,RandomParty2@4,(Offer  bid:Bid[Pie: a479, ])
30,3,0.16574585635359115,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
31,1,0.1712707182320442,RandomParty@3,(Offer  bid:Bid[Pie: a420, ])
31,2,0.1712707182320442,RandomParty2@4,(Offer  bid:Bid[Pie: a838, ])
31,3,0.1712707182320442,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
32,1,0.17679558011049723,RandomParty@3,(Offer  bid:Bid[Pie: a521, ])
32,2,0.17679558011049723,RandomParty2@4,(Offer  bid:Bid[Pie: a499, ])
32,3,0.17679558011049723,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
33,1,0.18232044198895028,RandomParty@3,(Offer  bid:Bid[Pie: a599, ])
33,2,0.18232044198895028,RandomParty2@4,(Offer  bid:Bid[Pie: a729, ])
33,3,0.18232044198895028,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
34,1,0.1878453038674033,RandomParty@3,(Offer  bid:Bid[Pie: a662, ])
34,2,0.1878453038674033,RandomParty2@4,(Offer  bid:Bid[Pie: a638, ])
34,3,0.1878453038674033,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
35,1,0.19337016574585636,RandomParty@3,(Offer  bid:Bid[Pie: a597, ])
35,2,0.19337016574585636,RandomParty2@4,(Offer  bid:Bid[Pie: a440, ])
35,3,0.19337016574585636,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
36,1,0.19889502762430938,RandomParty@3,(Offer  bid:Bid[Pie: a166, ])
36,2,0.19889502762430938,RandomParty2@4,(Offer  bid:Bid[Pie: a501, ])
36,3,0.19889502762430938,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
37,1,0.20441988950276244,RandomParty@3,(Offer  bid:Bid[Pie: a288, ])
37,2,0.20441988950276244,RandomParty2@4,(Offer  bid:Bid[Pie: a847, ])
37,3,0.20441988950276244,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
38,1,0.20994475138121546,RandomParty@3,(Offer  bid:Bid[Pie: a799, ])
38,2,0.20994475138121546,RandomParty2@4,(Offer  bid:Bid[Pie: a439, ])
38,3,0.20994475138121546,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
39,1,0.2154696132596685,RandomParty@3,(Offer  bid:Bid[Pie: a720, ])
39,2,0.2154696132596685,RandomParty2@4,(Offer  bid:Bid[Pie: a342, ])
39,3,0.2154696132596685,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
40,1,0.22099447513812154,RandomParty@3,(Offer  bid:Bid[Pie: a503, ])
40,2,0.22099447513812154,RandomParty2@4,(Offer  bid:Bid[Pie: a291, ])
40,3,0.22099447513812154,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
41,1,0.2265193370165746,RandomParty@3,(Offer  bid:Bid[Pie: a206, ])
41,2,0.2265193370165746,RandomParty2@4,(Offer  bid:Bid[Pie: a586, ])
41,3,0.2265193370165746,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
42,1,0.23204419889502761,RandomParty@3,(Offer  bid:Bid[Pie: a621, ])
42,2,0.23204419889502761,RandomParty2@4,(Offer  bid:Bid[Pie: a177, ])
42,3,0.23204419889502761,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
43,1,0.23756906077348067,RandomParty@3,(Offer  bid:Bid[Pie: a573, ])
43,2,0.23756906077348067,RandomParty2@4,(Offer  bid:Bid[Pie: a408, ])
43,3,0.23756906077348067,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
44,1,0.2430939226519337,RandomParty@3,(Offer  bid:Bid[Pie: a550, ])
44,2,0.2430939226519337,RandomParty2@4,(Offer  bid:Bid[Pie: a521, ])
44,3,0.2430939226519337,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
45,1,0.24861878453038674,RandomParty@3,(Offer  bid:Bid[Pie: a932, ])
45,2,0.24861878453038674,RandomParty2@4,(Offer  bid:Bid[Pie: a588, ])
45,3,0.24861878453038674,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
46,1,0.2541436464088398,RandomParty@3,(Offer  bid:Bid[Pie: a618, ])
46,2,0.2541436464088398,RandomParty2@4,(Offer  bid:Bid[Pie: a502, ])
46,3,0.2541436464088398,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
47,1,0.2596685082872928,RandomParty@3,(Offer  bid:Bid[Pie: a533, ])
47,2,0.2596685082872928,RandomParty2@4,(Offer  bid:Bid[Pie: a478, ])
47,3,0.2596685082872928,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
48,1,0.26519337016574585,RandomParty@3,(Offer  bid:Bid[Pie: a969, ])
48,2,0.26519337016574585,RandomParty2@4,(Offer  bid:Bid[Pie: a261, ])
48,3,0.26519337016574585,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
49,1,0.27071823204419887,RandomParty@3,(Offer  bid:Bid[Pie: a942, ])
49,2,0.27071823204419887,RandomParty2@4,(Offer  bid:Bid[Pie: a461, ])
49,3,0.27071823204419887,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
50,1,0.27624309392265195,RandomParty@3,(Offer  bid:Bid[Pie: a662, ])
50,2,0.27624309392265195,RandomParty2@4,(Offer  bid:Bid[Pie: a72, ])
50,3,0.27624309392265195,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
51,1,0.281767955801105,RandomParty@3,(Offer  bid:Bid[Pie: a453, ])
51,2,0.281767955801105,RandomParty2@4,(Offer  bid:Bid[Pie: a558, ])
51,3,0.281767955801105,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
52,1,0.287292817679558,RandomParty@3,(Offer  bid:Bid[Pie: a552, ])
52,2,0.287292817679558,RandomParty2@4,(Offer  bid:Bid[Pie: a92, ])
52,3,0.287292817679558,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
53,1,0.292817679558011,RandomParty@3,(Offer  bid:Bid[Pie: a299, ])
53,2,0.292817679558011,RandomParty2@4,(Offer  bid:Bid[Pie: a666, ])
53,3,0.292817679558011,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
54,1,0.2983425414364641,RandomParty@3,(Offer  bid:Bid[Pie: a745, ])
54,2,0.2983425414364641,RandomParty2@4,(Offer  bid:Bid[Pie: a373, ])
54,3,0.2983425414364641,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
55,1,0.30386740331491713,RandomParty@3,(Offer  bid:Bid[Pie: a983, ])
55,2,0.30386740331491713,RandomParty2@4,(Offer  bid:Bid[Pie: a724, ])
55,3,0.30386740331491713,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
56,1,0.30939226519337015,RandomParty@3,(Offer  bid:Bid[Pie: a609, ])
56,2,0.30939226519337015,RandomParty2@4,(Offer  bid:Bid[Pie: a444, ])
56,3,0.30939226519337015,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
57,1,0.3149171270718232,RandomParty@3,(Offer  bid:Bid[Pie: a234, ])
57,2,0.3149171270718232,RandomParty2@4,(Offer  bid:Bid[Pie: a496, ])
57,3,0.3149171270718232,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
58,1,0.32044198895027626,RandomParty@3,(Offer  bid:Bid[Pie: a356, ])
58,2,0.32044198895027626,RandomParty2@4,(Offer  bid:Bid[Pie: a588, ])
58,3,0.32044198895027626,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
59,1,0.3259668508287293,RandomParty@3,(Offer  bid:Bid[Pie: a177, ])
59,2,0.3259668508287293,RandomParty2@4,(Offer  bid:Bid[Pie: a876, ])
59,3,0.3259668508287293,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
60,1,0.3314917127071823,RandomParty@3,(Offer  bid:Bid[Pie: a141, ])
60,2,0.3314917127071823,RandomParty2@4,(Offer  bid:Bid[Pie: a348, ])
60,3,0.3314917127071823,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
61,1,0.3370165745856354,RandomParty@3,(Offer  bid:Bid[Pie: a690, ])
61,2,0.3370165745856354,RandomParty2@4,(Offer  bid:Bid[Pie: a337, ])
61,3,0.3370165745856354,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
62,1,0.3425414364640884,RandomParty@3,(Offer  bid:Bid[Pie: a909, ])
62,2,0.3425414364640884,RandomParty2@4,(Offer  bid:Bid[Pie: a212, ])
62,3,0.3425414364640884,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
63,1,0.34806629834254144,RandomParty@3,(Offer  bid:Bid[Pie: a553, ])
63,2,0.34806629834254144,RandomParty2@4,(Offer  bid:Bid[Pie: a97, ])
63,3,0.34806629834254144,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
64,1,0.35359116022099446,RandomParty@3,(Offer  bid:Bid[Pie: a406, ])
64,2,0.35359116022099446,RandomParty2@4,(Offer  bid:Bid[Pie: a842, ])
64,3,0.35359116022099446,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
65,1,0.35911602209944754,RandomParty@3,(Offer  bid:Bid[Pie: a485, ])
65,2,0.35911602209944754,RandomParty2@4,(Offer  bid:Bid[Pie: a439, ])
65,3,0.35911602209944754,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
66,1,0.36464088397790057,RandomParty@3,(Offer  bid:Bid[Pie: a993, ])
66,2,0.36464088397790057,RandomParty2@4,(Offer  bid:Bid[Pie: a413, ])
66,3,0.36464088397790057,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
67,1,0.3701657458563536,RandomParty@3,(Offer  bid:Bid[Pie: a147, ])
67,2,0.3701657458563536,RandomParty2@4,(Offer  bid:Bid[Pie: a280, ])
67,3,0.3701657458563536,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
68,1,0.3756906077348066,RandomParty@3,(Offer  bid:Bid[Pie: a503, ])
68,2,0.3756906077348066,RandomParty2@4,(Offer  bid:Bid[Pie: a710, ])
68,3,0.3756906077348066,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
69,1,0.3812154696132597,RandomParty@3,(Offer  bid:Bid[Pie: a298, ])
69,2,0.3812154696132597,RandomParty2@4,(Offer  bid:Bid[Pie: a415, ])
69,3,0.3812154696132597,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
70,1,0.3867403314917127,RandomParty@3,(Offer  bid:Bid[Pie: a947, ])
70,2,0.3867403314917127,RandomParty2@4,(Offer  bid:Bid[Pie: a205, ])
70,3,0.3867403314917127,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
71,1,0.39226519337016574,RandomParty@3,(Offer  bid:Bid[Pie: a962, ])
71,2,0.39226519337016574,RandomParty2@4,(Offer  bid:Bid[Pie: a340, ])
71,3,0.39226519337016574,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
72,1,0.39779005524861877,RandomParty@3,(Offer  bid:Bid[Pie: a152, ])
72,2,0.39779005524861877,RandomParty2@4,(Offer  bid:Bid[Pie: a93, ])
72,3,0.39779005524861877,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
73,1,0.40331491712707185,RandomParty@3,(Offer  bid:Bid[Pie: a534, ])
73,2,0.40331491712707185,RandomParty2@4,(Offer  bid:Bid[Pie: a841, ])
73,3,0.40331491712707185,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
74,1,0.4088397790055249,RandomParty@3,(Offer  bid:Bid[Pie: a458, ])
74,2,0.4088397790055249,RandomParty2@4,(Offer  bid:Bid[Pie: a268, ])
74,3,0.4088397790055249,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
75,1,0.4143646408839779,RandomParty@3,(Offer  bid:Bid[Pie: a934, ])
75,2,0.4143646408839779,RandomParty2@4,(Offer  bid:Bid[Pie: a127, ])
75,3,0.4143646408839779,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
76,1,0.4198895027624309,RandomParty@3,(Offer  bid:Bid[Pie: a523, ])
76,2,0.4198895027624309,RandomParty2@4,(Offer  bid:Bid[Pie: a144, ])
76,3,0.4198895027624309,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
77,1,0.425414364640884,RandomParty@3,(Offer  bid:Bid[Pie: a912, ])
77,2,0.425414364640884,RandomParty2@4,(Offer  bid:Bid[Pie: a397, ])
77,3,0.425414364640884,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
78,1,0.430939226519337,RandomParty@3,(Offer  bid:Bid[Pie: a544, ])
78,2,0.430939226519337,RandomParty2@4,(Offer  bid:Bid[Pie: a474, ])
78,3,0.430939226519337,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
79,1,0.43646408839779005,RandomParty@3,(Offer  bid:Bid[Pie: a379, ])
79,2,0.43646408839779005,RandomParty2@4,(Offer  bid:Bid[Pie: a593, ])
79,3,0.43646408839779005,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
80,1,0.4419889502762431,RandomParty@3,(Offer  bid:Bid[Pie: a288, ])
80,2,0.4419889502762431,RandomParty2@4,(Offer  bid:Bid[Pie: a708, ])
80,3,0.4419889502762431,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
81,1,0.44751381215469616,RandomParty@3,(Offer  bid:Bid[Pie: a182, ])
81,2,0.44751381215469616,RandomParty2@4,(Offer  bid:Bid[Pie: a276, ])
81,3,0.44751381215469616,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
82,1,0.4530386740331492,RandomParty@3,(Offer  bid:Bid[Pie: a997, ])
82,2,0.4530386740331492,RandomParty2@4,(Offer  bid:Bid[Pie: a742, ])
82,3,0.4530386740331492,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
83,1,0.4585635359116022,RandomParty@3,(Offer  bid:Bid[Pie: a717, ])
83,2,0.4585635359116022,RandomParty2@4,(Offer  bid:Bid[Pie: a582, ])
83,3,0.4585635359116022,BoulwareNegotiationParty@5,(Offer  bid:Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
84,1,0.46408839779005523,RandomParty@3,(Offer  bid:Bid[Pie: a210, ])
84,2,0.46408839779005523,RandomParty2@4,(Offer  bid:Bid[Pie: a792, ])
